question,answer,relevant_text,title,publication_date,inventor
What is the main purpose of the fish passing system with travel ornamental function?,"The gene exchange of upstream and downstream fish populations, the tourism and sightseeing value of the water conservancy project is improved, and the project investment is obviously reduced.","Fish passing system with travel ornamental function and fish passing methodThe invention discloses a fish passing system with a travel ornamental function and a fish passing method, and belongs to the technical field of water conservancy and hydropower ecological protection. This system includes the dam body, ferris wheel, moisturizing subassembly and total controller, the upper reaches of dam body are equipped with the slip way that releases, and the one end of slip way that releases extends to dam body reservoir area water, the low reaches of dam body is equipped with fish transfer mechanism, and crosses fish transfer mechanism and be connected through the water of fish way and dam body low reaches, ferris wheel is located between fish transfer mechanism and the slip way that releases, and the equipartition is equipped with a plurality of people&#39;s fish lifting mechanism on the ferris wheel, the one end of moisturizing subassembly extends to in dam body reservoir area water, and the other end is connected with fish transfer mechanism, total controller and ferris wheel, cross fish transfer mechanism and people&#39;s fish lifting mechanism and be connected. The ferris wheel is combined with the upstream tracing requirement of fishes, the gene exchange of upstream and downstream fish populations of the high-head water conservancy project is promoted, the tourism and sightseeing value of the water conservancy project is improved, and the project investment is obviously reduced.","[{'text': 'Fish passing system with travel ornamental function and fish passing method', 'language': 'en', 'truncated': False}, {'text': '一种具备旅游观赏功能的过鱼系统及过鱼方法', 'language': 'zh', 'truncated': False}]",20220628,[]
How does the ferris wheel contribute to the fish passing system?,The ferris wheel is combined with the upstream tracing requirement of fishes.,"Fish passing system with travel ornamental function and fish passing methodThe invention discloses a fish passing system with a travel ornamental function and a fish passing method, and belongs to the technical field of water conservancy and hydropower ecological protection. This system includes the dam body, ferris wheel, moisturizing subassembly and total controller, the upper reaches of dam body are equipped with the slip way that releases, and the one end of slip way that releases extends to dam body reservoir area water, the low reaches of dam body is equipped with fish transfer mechanism, and crosses fish transfer mechanism and be connected through the water of fish way and dam body low reaches, ferris wheel is located between fish transfer mechanism and the slip way that releases, and the equipartition is equipped with a plurality of people&#39;s fish lifting mechanism on the ferris wheel, the one end of moisturizing subassembly extends to in dam body reservoir area water, and the other end is connected with fish transfer mechanism, total controller and ferris wheel, cross fish transfer mechanism and people&#39;s fish lifting mechanism and be connected. The ferris wheel is combined with the upstream tracing requirement of fishes, the gene exchange of upstream and downstream fish populations of the high-head water conservancy project is promoted, the tourism and sightseeing value of the water conservancy project is improved, and the project investment is obviously reduced.","[{'text': 'Fish passing system with travel ornamental function and fish passing method', 'language': 'en', 'truncated': False}, {'text': '一种具备旅游观赏功能的过鱼系统及过鱼方法', 'language': 'zh', 'truncated': False}]",20220628,[]
What can be achieved by using this fish passing system?,"Promoting the gene exchange, improving the tourism and sightseeing value, and reducing the project investment.","Fish passing system with travel ornamental function and fish passing methodThe invention discloses a fish passing system with a travel ornamental function and a fish passing method, and belongs to the technical field of water conservancy and hydropower ecological protection. This system includes the dam body, ferris wheel, moisturizing subassembly and total controller, the upper reaches of dam body are equipped with the slip way that releases, and the one end of slip way that releases extends to dam body reservoir area water, the low reaches of dam body is equipped with fish transfer mechanism, and crosses fish transfer mechanism and be connected through the water of fish way and dam body low reaches, ferris wheel is located between fish transfer mechanism and the slip way that releases, and the equipartition is equipped with a plurality of people&#39;s fish lifting mechanism on the ferris wheel, the one end of moisturizing subassembly extends to in dam body reservoir area water, and the other end is connected with fish transfer mechanism, total controller and ferris wheel, cross fish transfer mechanism and people&#39;s fish lifting mechanism and be connected. The ferris wheel is combined with the upstream tracing requirement of fishes, the gene exchange of upstream and downstream fish populations of the high-head water conservancy project is promoted, the tourism and sightseeing value of the water conservancy project is improved, and the project investment is obviously reduced.","[{'text': 'Fish passing system with travel ornamental function and fish passing method', 'language': 'en', 'truncated': False}, {'text': '一种具备旅游观赏功能的过鱼系统及过鱼方法', 'language': 'zh', 'truncated': False}]",20220628,[]
What type of wind driven generator does this belong to?,A crossed double-paddle wind driven generator,"Crossed double-paddle wind driven generatorThe utility model belongs to the technical field of wind driven generators, in particular to a crossed double-paddle wind driven generator, which comprises two rotary wings, wherein the connecting ends of the rotary wings are cylindrical, the connecting ends of the rotary wings are rotatably connected with an overload protection assembly, one end of the overload protection assembly is connected with a synchronous rotating assembly, the two rotary wings are divided into two groups, the surfaces formed by the rotation of the two rotary wings are crossed and are not coplanar, the included angle between the windward directions of the two rotary surfaces is more than 90 degrees and less than 180 degrees, the overload protection assembly can prevent the two groups of rotary wings from being collided, the surfaces formed by the rotation of the blades in the double paddles of the crossed double-paddle wind driven generator are crossed, and the rotary wings in the double paddles can not be collided through the arranged synchronous rotating assembly, the rotating directions of the two groups of blades in the crossed double paddles are opposite, and a &#39;wind pocket effect&#39; can be formed between the rotary surfaces, therefore, the wind power generation device has low starting wind speed, can effectively capture wind energy, improves the utilization coefficient of the wind energy, and improves the power generation efficiency.","[{'text': 'Crossed double-paddle wind driven generator', 'language': 'en', 'truncated': False}, {'text': '一种交叉双桨式风力发电机', 'language': 'zh', 'truncated': False}]",20220531,[]
What is the purpose of the overload protection assembly?,To prevent the two groups of rotary wings from being collided,"Crossed double-paddle wind driven generatorThe utility model belongs to the technical field of wind driven generators, in particular to a crossed double-paddle wind driven generator, which comprises two rotary wings, wherein the connecting ends of the rotary wings are cylindrical, the connecting ends of the rotary wings are rotatably connected with an overload protection assembly, one end of the overload protection assembly is connected with a synchronous rotating assembly, the two rotary wings are divided into two groups, the surfaces formed by the rotation of the two rotary wings are crossed and are not coplanar, the included angle between the windward directions of the two rotary surfaces is more than 90 degrees and less than 180 degrees, the overload protection assembly can prevent the two groups of rotary wings from being collided, the surfaces formed by the rotation of the blades in the double paddles of the crossed double-paddle wind driven generator are crossed, and the rotary wings in the double paddles can not be collided through the arranged synchronous rotating assembly, the rotating directions of the two groups of blades in the crossed double paddles are opposite, and a &#39;wind pocket effect&#39; can be formed between the rotary surfaces, therefore, the wind power generation device has low starting wind speed, can effectively capture wind energy, improves the utilization coefficient of the wind energy, and improves the power generation efficiency.","[{'text': 'Crossed double-paddle wind driven generator', 'language': 'en', 'truncated': False}, {'text': '一种交叉双桨式风力发电机', 'language': 'zh', 'truncated': False}]",20220531,[]
What effect does the 'wind pocket effect' create in this wind power generation device?,Improves the power generation efficiency,"Crossed double-paddle wind driven generatorThe utility model belongs to the technical field of wind driven generators, in particular to a crossed double-paddle wind driven generator, which comprises two rotary wings, wherein the connecting ends of the rotary wings are cylindrical, the connecting ends of the rotary wings are rotatably connected with an overload protection assembly, one end of the overload protection assembly is connected with a synchronous rotating assembly, the two rotary wings are divided into two groups, the surfaces formed by the rotation of the two rotary wings are crossed and are not coplanar, the included angle between the windward directions of the two rotary surfaces is more than 90 degrees and less than 180 degrees, the overload protection assembly can prevent the two groups of rotary wings from being collided, the surfaces formed by the rotation of the blades in the double paddles of the crossed double-paddle wind driven generator are crossed, and the rotary wings in the double paddles can not be collided through the arranged synchronous rotating assembly, the rotating directions of the two groups of blades in the crossed double paddles are opposite, and a &#39;wind pocket effect&#39; can be formed between the rotary surfaces, therefore, the wind power generation device has low starting wind speed, can effectively capture wind energy, improves the utilization coefficient of the wind energy, and improves the power generation efficiency.","[{'text': 'Crossed double-paddle wind driven generator', 'language': 'en', 'truncated': False}, {'text': '一种交叉双桨式风力发电机', 'language': 'zh', 'truncated': False}]",20220531,[]
How does the method prevent the active power limits of the wind power installations from being exceeded?,"The active power limits of the wind power installations are exceeded, so that the second power range is observed by the wind farm at the grid connection point (118).","Method for optimizing active power feed-in of wind farmThe invention relates to a method for feeding electrical power into a supply grid at a grid connection point (118) by means of a wind farm (112) having a plurality of wind energy installations (100), wherein the wind energy installations (100) are connected to the grid connection point (118) by means of a transmission means; an electric field regulator is provided for transmitting a real power preset and a reactive power preset to the wind power installation (100); presetting a first power range (401) at each of the wind power installations (100), said first power range covering a range of values for active and reactive power to be fed in and being distinguishable between the wind power installations (100), wherein the first power range (401) has: an active power limit (411) to be observed by the wind energy installation (100) and a reactive power limit that can be reached by the wind energy installation; presetting a second power range (402) at the grid connection point (118), the second power range covering a range of values for active and reactive power to be fed in, wherein the second power range (402) has: an active power limit (411) to be observed by the wind farm at the grid connection point (118) and a reactive power limit achievable by the wind farm at the grid connection point (118); at least one, several or all of the wind power installations (100) each generate real power and reactive power taking into account the presetting of the electric field regulator and transmit said real power and reactive power to the grid connection point (118); the active power limit (411) of the first power range (401) to be observed is exceeded by the at least one, the plurality or all wind energy installations in each case; wherein the active power limits (411) to be observed are respectively exceeded, so that the second power range (402) is observed by the wind farm at the grid connection point (118).","[{'text': 'Method for optimizing active power feed-in of wind farm', 'language': 'en', 'truncated': False}, {'text': '用于优化风电场的有功功率馈入的方法', 'language': 'zh', 'truncated': False}]",20220208,['QUITMANN ECKARD']
What is the purpose of the electric field regulator in the transmission of real power and reactive power to the grid connection point?,"The electric field regulator transmits a real power preset and a reactive power preset to the wind power installation (100), ensuring that the wind energy installations (100) operate within the preset ranges.","Method for optimizing active power feed-in of wind farmThe invention relates to a method for feeding electrical power into a supply grid at a grid connection point (118) by means of a wind farm (112) having a plurality of wind energy installations (100), wherein the wind energy installations (100) are connected to the grid connection point (118) by means of a transmission means; an electric field regulator is provided for transmitting a real power preset and a reactive power preset to the wind power installation (100); presetting a first power range (401) at each of the wind power installations (100), said first power range covering a range of values for active and reactive power to be fed in and being distinguishable between the wind power installations (100), wherein the first power range (401) has: an active power limit (411) to be observed by the wind energy installation (100) and a reactive power limit that can be reached by the wind energy installation; presetting a second power range (402) at the grid connection point (118), the second power range covering a range of values for active and reactive power to be fed in, wherein the second power range (402) has: an active power limit (411) to be observed by the wind farm at the grid connection point (118) and a reactive power limit achievable by the wind farm at the grid connection point (118); at least one, several or all of the wind power installations (100) each generate real power and reactive power taking into account the presetting of the electric field regulator and transmit said real power and reactive power to the grid connection point (118); the active power limit (411) of the first power range (401) to be observed is exceeded by the at least one, the plurality or all wind energy installations in each case; wherein the active power limits (411) to be observed are respectively exceeded, so that the second power range (402) is observed by the wind farm at the grid connection point (118).","[{'text': 'Method for optimizing active power feed-in of wind farm', 'language': 'en', 'truncated': False}, {'text': '用于优化风电场的有功功率馈入的方法', 'language': 'zh', 'truncated': False}]",20220208,['QUITMANN ECKARD']
"What is the role of the first power range (401) at each wind power installation (100), and what is the role of the second power range (402) at the grid connection point (118)?","The first power range (401) at each wind power installation (100) sets the active and reactive power limits for each installation, while the second power range (402) at the grid connection point (118) sets the overall active and reactive power limits for the wind farm.","Method for optimizing active power feed-in of wind farmThe invention relates to a method for feeding electrical power into a supply grid at a grid connection point (118) by means of a wind farm (112) having a plurality of wind energy installations (100), wherein the wind energy installations (100) are connected to the grid connection point (118) by means of a transmission means; an electric field regulator is provided for transmitting a real power preset and a reactive power preset to the wind power installation (100); presetting a first power range (401) at each of the wind power installations (100), said first power range covering a range of values for active and reactive power to be fed in and being distinguishable between the wind power installations (100), wherein the first power range (401) has: an active power limit (411) to be observed by the wind energy installation (100) and a reactive power limit that can be reached by the wind energy installation; presetting a second power range (402) at the grid connection point (118), the second power range covering a range of values for active and reactive power to be fed in, wherein the second power range (402) has: an active power limit (411) to be observed by the wind farm at the grid connection point (118) and a reactive power limit achievable by the wind farm at the grid connection point (118); at least one, several or all of the wind power installations (100) each generate real power and reactive power taking into account the presetting of the electric field regulator and transmit said real power and reactive power to the grid connection point (118); the active power limit (411) of the first power range (401) to be observed is exceeded by the at least one, the plurality or all wind energy installations in each case; wherein the active power limits (411) to be observed are respectively exceeded, so that the second power range (402) is observed by the wind farm at the grid connection point (118).","[{'text': 'Method for optimizing active power feed-in of wind farm', 'language': 'en', 'truncated': False}, {'text': '用于优化风电场的有功功率馈入的方法', 'language': 'zh', 'truncated': False}]",20220208,['QUITMANN ECKARD']
What are the benefits of using the semi-submersible platform structure in this invention?,The invention reduces the construction cost of independently using the offshore wind turbine and the wave energy power generation device by sharing the semi-submersible platform structure and the power transmission system.,"Wind turbine and multi-floater wave energy power generation device integrated semi-submersible platform structureThe invention belongs to the field of ocean energy utilization, and provides an integrated semi-submersible platform structure of a wind turbine and a multi-floater wave energy power generation device. The platform structure comprises a wind turbine, a tower structure, a semi-submersible platform, an anchor chain, a floater wave energy power generation device and a matched power transmission system. The floater wave energy power generation devices are symmetrically arranged on the water surface of the auxiliary upright post on the outer side of the semi-submersible platform respectively, and the floater structures perform vertical relative motion on the outer side surface of the auxiliary upright post structure of the platform by using the pulley-slideway devices to drive the bidirectional hydraulic power generation system to realize wave energy power generation. The invention reduces the construction cost of independently using the offshore wind turbine and the wave energy power generation device by sharing the semi-submersible platform structure and the power transmission system; the floater wave energy power generation device can not only provide wave energy power generation amount, but also effectively reduce the response of the rolling motion and the pitching motion of the semi-submersible platform; the platform structure can be widely applied to the development of deep water wind energy-wave energy resources.","[{'text': 'Wind turbine and multi-floater wave energy power generation device integrated semi-submersible platform structure', 'language': 'en', 'truncated': False}, {'text': '风力机与多浮子波浪能发电装置集成式半潜式平台结构', 'language': 'zh', 'truncated': False}]",20220603,[]
How do the floater wave energy power generation devices generate power?,"The floater wave energy power generation devices are driven by vertical relative motion on the outer side surface of the auxiliary upright post structure of the platform using pulley-slideway devices, which drives a bidirectional hydraulic power generation system.","Wind turbine and multi-floater wave energy power generation device integrated semi-submersible platform structureThe invention belongs to the field of ocean energy utilization, and provides an integrated semi-submersible platform structure of a wind turbine and a multi-floater wave energy power generation device. The platform structure comprises a wind turbine, a tower structure, a semi-submersible platform, an anchor chain, a floater wave energy power generation device and a matched power transmission system. The floater wave energy power generation devices are symmetrically arranged on the water surface of the auxiliary upright post on the outer side of the semi-submersible platform respectively, and the floater structures perform vertical relative motion on the outer side surface of the auxiliary upright post structure of the platform by using the pulley-slideway devices to drive the bidirectional hydraulic power generation system to realize wave energy power generation. The invention reduces the construction cost of independently using the offshore wind turbine and the wave energy power generation device by sharing the semi-submersible platform structure and the power transmission system; the floater wave energy power generation device can not only provide wave energy power generation amount, but also effectively reduce the response of the rolling motion and the pitching motion of the semi-submersible platform; the platform structure can be widely applied to the development of deep water wind energy-wave energy resources.","[{'text': 'Wind turbine and multi-floater wave energy power generation device integrated semi-submersible platform structure', 'language': 'en', 'truncated': False}, {'text': '风力机与多浮子波浪能发电装置集成式半潜式平台结构', 'language': 'zh', 'truncated': False}]",20220603,[]
What is the range of applicability of the platform structure?,The platform structure can be widely applied to the development of deep water wind energy-wave energy resources.,"Wind turbine and multi-floater wave energy power generation device integrated semi-submersible platform structureThe invention belongs to the field of ocean energy utilization, and provides an integrated semi-submersible platform structure of a wind turbine and a multi-floater wave energy power generation device. The platform structure comprises a wind turbine, a tower structure, a semi-submersible platform, an anchor chain, a floater wave energy power generation device and a matched power transmission system. The floater wave energy power generation devices are symmetrically arranged on the water surface of the auxiliary upright post on the outer side of the semi-submersible platform respectively, and the floater structures perform vertical relative motion on the outer side surface of the auxiliary upright post structure of the platform by using the pulley-slideway devices to drive the bidirectional hydraulic power generation system to realize wave energy power generation. The invention reduces the construction cost of independently using the offshore wind turbine and the wave energy power generation device by sharing the semi-submersible platform structure and the power transmission system; the floater wave energy power generation device can not only provide wave energy power generation amount, but also effectively reduce the response of the rolling motion and the pitching motion of the semi-submersible platform; the platform structure can be widely applied to the development of deep water wind energy-wave energy resources.","[{'text': 'Wind turbine and multi-floater wave energy power generation device integrated semi-submersible platform structure', 'language': 'en', 'truncated': False}, {'text': '风力机与多浮子波浪能发电装置集成式半潜式平台结构', 'language': 'zh', 'truncated': False}]",20220603,[]
What is the main problem addressed by the invention?,"The problems that the draft required by the floating of common offshore wind power generation equipment is fixed and large, the construction cost of a device for stabilizing the wind power generation equipment is high, the unit wind power generation cost is high, and the efficiency of wind power generation is influenced to a certain extent","Wind power and wind energy generator capable of self-adapting to wind power change and stably generating powerThe invention provides a wind power and wind energy generator capable of adaptively generating power stably through wind power change, which comprises a generator cabin for generating power through wind power, a wind power rotating shaft, wind power fan blades, a connecting column, a connecting ring, a supporting column for supporting wind power generation equipment, a buoyancy supporting mechanism for suspending the wind power generation equipment and a wind wave stabilizing mechanism for responding to the wind power change stabilizing equipment, and relates to the field of wind power generation. According to the self-adaptive wind power variation stable power generation wind power generator, according to the research on the existing offshore wind power generation technology, a variable low-cost buoyancy supporting structure is designed aiming at the stability of floating wind power generation equipment, the power generation efficiency is greatly improved, and therefore the problems that the draft required by the floating of common offshore wind power generation equipment is fixed and large, the construction cost of a device for stabilizing the wind power generation equipment is high, the unit wind power generation cost is high, and the efficiency of wind power generation is influenced to a certain extent are effectively solved.","[{'text': 'Wind power and wind energy generator capable of self-adapting to wind power change and stably generating power', 'language': 'en', 'truncated': False}, {'text': '一种自适应风力变化稳定发电的风力风能发电机', 'language': 'zh', 'truncated': False}]",20220118,[]
What benefit is achieved by using the buoyancy supporting structure?,The power generation efficiency is greatly improved,"Wind power and wind energy generator capable of self-adapting to wind power change and stably generating powerThe invention provides a wind power and wind energy generator capable of adaptively generating power stably through wind power change, which comprises a generator cabin for generating power through wind power, a wind power rotating shaft, wind power fan blades, a connecting column, a connecting ring, a supporting column for supporting wind power generation equipment, a buoyancy supporting mechanism for suspending the wind power generation equipment and a wind wave stabilizing mechanism for responding to the wind power change stabilizing equipment, and relates to the field of wind power generation. According to the self-adaptive wind power variation stable power generation wind power generator, according to the research on the existing offshore wind power generation technology, a variable low-cost buoyancy supporting structure is designed aiming at the stability of floating wind power generation equipment, the power generation efficiency is greatly improved, and therefore the problems that the draft required by the floating of common offshore wind power generation equipment is fixed and large, the construction cost of a device for stabilizing the wind power generation equipment is high, the unit wind power generation cost is high, and the efficiency of wind power generation is influenced to a certain extent are effectively solved.","[{'text': 'Wind power and wind energy generator capable of self-adapting to wind power change and stably generating power', 'language': 'en', 'truncated': False}, {'text': '一种自适应风力变化稳定发电的风力风能发电机', 'language': 'zh', 'truncated': False}]",20220118,[]
What is the main advantage of the wind power generator?,It is capable of adaptively generating power stably through wind power change,"Wind power and wind energy generator capable of self-adapting to wind power change and stably generating powerThe invention provides a wind power and wind energy generator capable of adaptively generating power stably through wind power change, which comprises a generator cabin for generating power through wind power, a wind power rotating shaft, wind power fan blades, a connecting column, a connecting ring, a supporting column for supporting wind power generation equipment, a buoyancy supporting mechanism for suspending the wind power generation equipment and a wind wave stabilizing mechanism for responding to the wind power change stabilizing equipment, and relates to the field of wind power generation. According to the self-adaptive wind power variation stable power generation wind power generator, according to the research on the existing offshore wind power generation technology, a variable low-cost buoyancy supporting structure is designed aiming at the stability of floating wind power generation equipment, the power generation efficiency is greatly improved, and therefore the problems that the draft required by the floating of common offshore wind power generation equipment is fixed and large, the construction cost of a device for stabilizing the wind power generation equipment is high, the unit wind power generation cost is high, and the efficiency of wind power generation is influenced to a certain extent are effectively solved.","[{'text': 'Wind power and wind energy generator capable of self-adapting to wind power change and stably generating power', 'language': 'en', 'truncated': False}, {'text': '一种自适应风力变化稳定发电的风力风能发电机', 'language': 'zh', 'truncated': False}]",20220118,[]
"How does the cleaning cotton drive the driving, the rotating plate I to rotate?",The cleaning cotton drives the rotating plate I to rotate through the rotating plate mechanism.,"Flat-plate solar heat collectorThe utility model relates to the technical field of heat collectors, in particular to a flat-plate solar heat collector which comprises a flat-plate solar energy, wherein a support frame is fixedly arranged at the side end part of the flat-plate solar energy, a first rotating plate is movably arranged at the side end part, far away from the support frame, of the flat-plate solar energy, cleaning cotton for cleaning the flat-plate solar energy is fixedly arranged at the side end part of the first rotating plate, a rotating plate mechanism capable of driving the first rotating plate to rotate is arranged at the side end part of the flat-plate solar energy, and a water collecting mechanism capable of driving the rotating plate mechanism to rotate is arranged on the flat-plate solar energy. According to the utility model, the drainage speed of the drainage pipe is increased due to the compression, water flow rapidly flows to the blade plates through the drainage pipe and drives the blade plates to rotate, the blade plates drive the rotating plate I to rotate through the rotating shaft II, the rotating plate I drives the cleaning cotton to clean the solar surface of the flat plate, the device is driven to operate by utilizing heavy rain, and meanwhile, the cleaning cotton in rainy days has stronger cleaning capability on the flat plate solar, so that the automatic cleaning capability of the device is further improved.","[{'text': 'Flat-plate solar heat collector', 'language': 'en', 'truncated': False}, {'text': '平板太阳能集热器', 'language': 'zh', 'truncated': False}]",20220426,[]
How does water flow to the blade plates through the drainage pipe?,The water flow through the drainage pipe to the blade plates through the compression.,"Flat-plate solar heat collectorThe utility model relates to the technical field of heat collectors, in particular to a flat-plate solar heat collector which comprises a flat-plate solar energy, wherein a support frame is fixedly arranged at the side end part of the flat-plate solar energy, a first rotating plate is movably arranged at the side end part, far away from the support frame, of the flat-plate solar energy, cleaning cotton for cleaning the flat-plate solar energy is fixedly arranged at the side end part of the first rotating plate, a rotating plate mechanism capable of driving the first rotating plate to rotate is arranged at the side end part of the flat-plate solar energy, and a water collecting mechanism capable of driving the rotating plate mechanism to rotate is arranged on the flat-plate solar energy. According to the utility model, the drainage speed of the drainage pipe is increased due to the compression, water flow rapidly flows to the blade plates through the drainage pipe and drives the blade plates to rotate, the blade plates drive the rotating plate I to rotate through the rotating shaft II, the rotating plate I drives the cleaning cotton to clean the solar surface of the flat plate, the device is driven to operate by utilizing heavy rain, and meanwhile, the cleaning cotton in rainy days has stronger cleaning capability on the flat plate solar, so that the automatic cleaning capability of the device is further improved.","[{'text': 'Flat-plate solar heat collector', 'language': 'en', 'truncated': False}, {'text': '平板太阳能集热器', 'language': 'zh', 'truncated': False}]",20220426,[]
What advantage does the heavy rain bring to the cleaning capability of the device?,The heavy rain improves the cleaning capability of the device because it gives the cleaning cotton stronger cleaning power.,"Flat-plate solar heat collectorThe utility model relates to the technical field of heat collectors, in particular to a flat-plate solar heat collector which comprises a flat-plate solar energy, wherein a support frame is fixedly arranged at the side end part of the flat-plate solar energy, a first rotating plate is movably arranged at the side end part, far away from the support frame, of the flat-plate solar energy, cleaning cotton for cleaning the flat-plate solar energy is fixedly arranged at the side end part of the first rotating plate, a rotating plate mechanism capable of driving the first rotating plate to rotate is arranged at the side end part of the flat-plate solar energy, and a water collecting mechanism capable of driving the rotating plate mechanism to rotate is arranged on the flat-plate solar energy. According to the utility model, the drainage speed of the drainage pipe is increased due to the compression, water flow rapidly flows to the blade plates through the drainage pipe and drives the blade plates to rotate, the blade plates drive the rotating plate I to rotate through the rotating shaft II, the rotating plate I drives the cleaning cotton to clean the solar surface of the flat plate, the device is driven to operate by utilizing heavy rain, and meanwhile, the cleaning cotton in rainy days has stronger cleaning capability on the flat plate solar, so that the automatic cleaning capability of the device is further improved.","[{'text': 'Flat-plate solar heat collector', 'language': 'en', 'truncated': False}, {'text': '平板太阳能集热器', 'language': 'zh', 'truncated': False}]",20220426,[]
What is the main function of the solar structure on the top of the support frame?,To convert solar energy into electric energy for powering the display.,"Energy-concerving and environment-protective type solar energy culture media display device of multi-angle showThe invention relates to the technical field of multi-angle environment-friendly display equipment, in particular to multi-angle display energy-saving environment-friendly solar culture media display equipment, which comprises a support frame and a display assembly arranged on the support frame, wherein the support frame comprises a rotating section capable of freely rotating, a rotating frame is fixed on the rotating section, a display adjusting mechanism is installed on the rotating frame, the display assembly is fixedly installed on the display adjusting mechanism, and a rotating assembly used for controlling the rotating section to rotate is arranged on the support frame; the solar display device comprises a support frame, a display assembly, a rotating section, a display adjusting mechanism, a display module and a display adjusting mechanism, wherein the top of the support frame is provided with a solar structure; meanwhile, by arranging the solar mechanism, the display equipment can absorb solar energy and convert the solar energy into electric energy for power supply display through the solar mechanism plate, so that the energy effect can be reduced, and the solar energy-saving display equipment has excellent environment-friendly and energy-saving capabilities.","[{'text': 'Energy-concerving and environment-protective type solar energy culture media display device of multi-angle show', 'language': 'en', 'truncated': False}, {'text': '一种多角度展示的节能环保型太阳能文化传媒显示设备', 'language': 'zh', 'truncated': False}]",20220701,[]
What problem does the solar display device aim to solve?,To reduce energy consumption and provide an environmentally friendly solution by harnessing solar energy.,"Energy-concerving and environment-protective type solar energy culture media display device of multi-angle showThe invention relates to the technical field of multi-angle environment-friendly display equipment, in particular to multi-angle display energy-saving environment-friendly solar culture media display equipment, which comprises a support frame and a display assembly arranged on the support frame, wherein the support frame comprises a rotating section capable of freely rotating, a rotating frame is fixed on the rotating section, a display adjusting mechanism is installed on the rotating frame, the display assembly is fixedly installed on the display adjusting mechanism, and a rotating assembly used for controlling the rotating section to rotate is arranged on the support frame; the solar display device comprises a support frame, a display assembly, a rotating section, a display adjusting mechanism, a display module and a display adjusting mechanism, wherein the top of the support frame is provided with a solar structure; meanwhile, by arranging the solar mechanism, the display equipment can absorb solar energy and convert the solar energy into electric energy for power supply display through the solar mechanism plate, so that the energy effect can be reduced, and the solar energy-saving display equipment has excellent environment-friendly and energy-saving capabilities.","[{'text': 'Energy-concerving and environment-protective type solar energy culture media display device of multi-angle show', 'language': 'en', 'truncated': False}, {'text': '一种多角度展示的节能环保型太阳能文化传媒显示设备', 'language': 'zh', 'truncated': False}]",20220701,[]
What is the primary effect achieved by the solar mechanism plate in the display equipment?,"The ability to absorb solar energy and convert it into electric energy for powering the display, thereby reducing energy effect.","Energy-concerving and environment-protective type solar energy culture media display device of multi-angle showThe invention relates to the technical field of multi-angle environment-friendly display equipment, in particular to multi-angle display energy-saving environment-friendly solar culture media display equipment, which comprises a support frame and a display assembly arranged on the support frame, wherein the support frame comprises a rotating section capable of freely rotating, a rotating frame is fixed on the rotating section, a display adjusting mechanism is installed on the rotating frame, the display assembly is fixedly installed on the display adjusting mechanism, and a rotating assembly used for controlling the rotating section to rotate is arranged on the support frame; the solar display device comprises a support frame, a display assembly, a rotating section, a display adjusting mechanism, a display module and a display adjusting mechanism, wherein the top of the support frame is provided with a solar structure; meanwhile, by arranging the solar mechanism, the display equipment can absorb solar energy and convert the solar energy into electric energy for power supply display through the solar mechanism plate, so that the energy effect can be reduced, and the solar energy-saving display equipment has excellent environment-friendly and energy-saving capabilities.","[{'text': 'Energy-concerving and environment-protective type solar energy culture media display device of multi-angle show', 'language': 'en', 'truncated': False}, {'text': '一种多角度展示的节能环保型太阳能文化传媒显示设备', 'language': 'zh', 'truncated': False}]",20220701,[]
What is the purpose of the movable grooves and slide rails in the all-glass solar heat collecting tube?,"The movable grooves and slide rails allow for the movement of the slide blocks and the rotation of the columns, enabling the adjustment of the angle of reflection of sunlight and the collection of more solar energy.","Light-focusing all-glass solar heat collecting tubeThe utility model discloses a light-concentrating all-glass solar heat collecting tube, which relates to the technical field of solar heat collection and comprises a left column body and a right column body, wherein movable grooves are formed in the inner sides of the left column body and the right column body, slide rails are fixedly connected to the inner parts of the movable grooves, two slide blocks are connected to the surfaces of the slide rails in a sliding manner, connecting columns are fixedly connected to the outer sides of the two slide blocks, fixing plates are fixedly connected to the surfaces of the connecting columns, a rotating column is movably connected to one side of each fixing plate, a motor is fixedly installed on the other side of each fixing plate, and a reflecting mirror is fixedly connected to one end of each rotating column. This full glass solar energy collection pipe of light-concentrating, the slider can take the speculum to move along the horizontal direction together, and the column spinner also can drive the speculum and rotate, makes the speculum can adjust suitable angle reflection sunlight, and the thermal-collecting tube absorbs more sunlight, has solved the unable more solar energy of absorbing of thermal-collecting tube, leads to the insufficient problem of water heating in the storage water tank.","[{'text': 'Light-focusing all-glass solar heat collecting tube', 'language': 'en', 'truncated': False}, {'text': '一种聚光式全玻璃太阳能集热管', 'language': 'zh', 'truncated': False}]",20220510,[]
