,question,answer,relevant_text,title,publication_date,inventor,category
77,What types of complementary integrated units are included in the secondary control module?,"The secondary control module includes a conventional power supply + energy storage power supply unit, a new energy + energy storage power supply unit, a conventional power supply + new energy unit, and a conventional power supply + new energy + energy storage power supply unit to accommodate different power supply combinations.","Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supplyThe invention discloses an active power control method of a water-fire wind-solar energy storage multi-energy complementary integrated power supply, which is characterized in that units with similar power generation types are classified into a power supply unit for regulation, and a conventional power supply, an energy storage power supply and a new energy power supply which participate in forming the complementary integrated power supply are coordinately controlled through a multi-energy complementary power supply centralized control center; the complementary integrated power supply centralized control center is provided with a comprehensive control module, and the comprehensive control center is provided with a secondary control module comprising a conventional power supply + energy storage power supply complementary integrated unit, a new energy source + energy storage power supply complementary integrated unit, a conventional power supply + new energy source complementary integrated unit, and a conventional power supply + new energy source + energy storage power supply complementary integrated unit for meeting different combination modes of participating in power supply. The invention organically combines various power supply regulation mechanisms, and utilizes the power supply with better regulation performance to carry out compensation regulation on the power supply with poorer regulation performance or the power supply without regulation capacity so as to improve the total active power regulation performance of the complementary integrated power supply.",Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supply,20220422,[],Government & Corporate Initiatives
78,What is the purpose of the active power control method in the water-fire-wind-solar energy storage multi-energy complementary integrated power supply?,"The purpose is to improve the total active power regulation performance of the complementary integrated power supply by coordinating control of conventional, energy storage, and new energy power supplies through a centralized control center.","Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supplyThe invention discloses an active power control method of a water-fire wind-solar energy storage multi-energy complementary integrated power supply, which is characterized in that units with similar power generation types are classified into a power supply unit for regulation, and a conventional power supply, an energy storage power supply and a new energy power supply which participate in forming the complementary integrated power supply are coordinately controlled through a multi-energy complementary power supply centralized control center; the complementary integrated power supply centralized control center is provided with a comprehensive control module, and the comprehensive control center is provided with a secondary control module comprising a conventional power supply + energy storage power supply complementary integrated unit, a new energy source + energy storage power supply complementary integrated unit, a conventional power supply + new energy source complementary integrated unit, and a conventional power supply + new energy source + energy storage power supply complementary integrated unit for meeting different combination modes of participating in power supply. The invention organically combines various power supply regulation mechanisms, and utilizes the power supply with better regulation performance to carry out compensation regulation on the power supply with poorer regulation performance or the power supply without regulation capacity so as to improve the total active power regulation performance of the complementary integrated power supply.",Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supply,20220422,[],Sustainability & Technological Innovation Questions
79,How are the power supply units classified for regulation in the active power control method?,"Units with similar power generation types are classified into a power supply unit for regulation, such as conventional + energy storage, new energy + energy storage, conventional + new energy, and conventional + new energy + energy storage complementary integrated units.","Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supplyThe invention discloses an active power control method of a water-fire wind-solar energy storage multi-energy complementary integrated power supply, which is characterized in that units with similar power generation types are classified into a power supply unit for regulation, and a conventional power supply, an energy storage power supply and a new energy power supply which participate in forming the complementary integrated power supply are coordinately controlled through a multi-energy complementary power supply centralized control center; the complementary integrated power supply centralized control center is provided with a comprehensive control module, and the comprehensive control center is provided with a secondary control module comprising a conventional power supply + energy storage power supply complementary integrated unit, a new energy source + energy storage power supply complementary integrated unit, a conventional power supply + new energy source complementary integrated unit, and a conventional power supply + new energy source + energy storage power supply complementary integrated unit for meeting different combination modes of participating in power supply. The invention organically combines various power supply regulation mechanisms, and utilizes the power supply with better regulation performance to carry out compensation regulation on the power supply with poorer regulation performance or the power supply without regulation capacity so as to improve the total active power regulation performance of the complementary integrated power supply.",Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supply,20220422,[],Government & Corporate Initiatives
80,What role does the multi-energy complementary power supply centralized control center play?,"The centralized control center coordinately controls the conventional, energy storage, and new energy power supplies participating in the complementary integrated power supply, utilizing power supplies with better regulation performance to compensate for those with poorer or no regulation capacity.","Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supplyThe invention discloses an active power control method of a water-fire wind-solar energy storage multi-energy complementary integrated power supply, which is characterized in that units with similar power generation types are classified into a power supply unit for regulation, and a conventional power supply, an energy storage power supply and a new energy power supply which participate in forming the complementary integrated power supply are coordinately controlled through a multi-energy complementary power supply centralized control center; the complementary integrated power supply centralized control center is provided with a comprehensive control module, and the comprehensive control center is provided with a secondary control module comprising a conventional power supply + energy storage power supply complementary integrated unit, a new energy source + energy storage power supply complementary integrated unit, a conventional power supply + new energy source complementary integrated unit, and a conventional power supply + new energy source + energy storage power supply complementary integrated unit for meeting different combination modes of participating in power supply. The invention organically combines various power supply regulation mechanisms, and utilizes the power supply with better regulation performance to carry out compensation regulation on the power supply with poorer regulation performance or the power supply without regulation capacity so as to improve the total active power regulation performance of the complementary integrated power supply.",Active power control method of water-fire-wind-solar energy storage multi-energy complementary integrated power supply,20220422,[],Sustainability & Technological Innovation Questions
81,What are the energy acquisition modules included in the hybrid micro-electric energy storage device for forest wireless sensors?,"The device includes a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module, and a vibration energy acquisition module.","Hybrid micro-electric energy storage device and system for forest wireless sensorThe application discloses wireless sensor&#39;s hybrid little electric energy storage device and system are used to forest, and the device includes: the device comprises a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module and a vibration energy acquisition module; one end of the automatic switching circuit module is connected with the solar energy acquisition module, and is also respectively connected with the living stumpage biological electric energy acquisition module, the soil temperature difference thermal electric energy acquisition module and the vibration energy acquisition module sequentially through the DC-DC booster circuit module and the super capacitor charge accumulation module, the other end of the automatic switching circuit module is connected with the rechargeable battery through the charge management circuit module, and the starting power supply end of the DC-DC booster circuit module is connected with the living stumpage biological electric energy acquisition module through the charge pump circuit module; the automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module so as to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated. The power supply system can provide stable and durable power supply for the wireless sensor nodes for the forest.",Hybrid micro-electric energy storage device and system for forest wireless sensor,20220705,[],Sustainability & Technological Innovation Questions
82,How does the automatic switching circuit module function in the hybrid micro-electric energy storage system?,The automatic switching circuit module monitors and compares the output voltages of the solar energy acquisition module and the DC-DC booster circuit module to determine whether to connect the solar energy module or the DC-DC booster circuit module for energy supply.,"Hybrid micro-electric energy storage device and system for forest wireless sensorThe application discloses wireless sensor&#39;s hybrid little electric energy storage device and system are used to forest, and the device includes: the device comprises a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module and a vibration energy acquisition module; one end of the automatic switching circuit module is connected with the solar energy acquisition module, and is also respectively connected with the living stumpage biological electric energy acquisition module, the soil temperature difference thermal electric energy acquisition module and the vibration energy acquisition module sequentially through the DC-DC booster circuit module and the super capacitor charge accumulation module, the other end of the automatic switching circuit module is connected with the rechargeable battery through the charge management circuit module, and the starting power supply end of the DC-DC booster circuit module is connected with the living stumpage biological electric energy acquisition module through the charge pump circuit module; the automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module so as to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated. The power supply system can provide stable and durable power supply for the wireless sensor nodes for the forest.",Hybrid micro-electric energy storage device and system for forest wireless sensor,20220705,[],Sustainability & Technological Innovation Questions
83,What is the purpose of the rechargeable battery in the hybrid micro-electric energy storage system?,"The rechargeable battery is connected to the automatic switching circuit module through a charge management circuit module, storing accumulated energy to provide stable and durable power for forest wireless sensor nodes.","Hybrid micro-electric energy storage device and system for forest wireless sensorThe application discloses wireless sensor&#39;s hybrid little electric energy storage device and system are used to forest, and the device includes: the device comprises a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module and a vibration energy acquisition module; one end of the automatic switching circuit module is connected with the solar energy acquisition module, and is also respectively connected with the living stumpage biological electric energy acquisition module, the soil temperature difference thermal electric energy acquisition module and the vibration energy acquisition module sequentially through the DC-DC booster circuit module and the super capacitor charge accumulation module, the other end of the automatic switching circuit module is connected with the rechargeable battery through the charge management circuit module, and the starting power supply end of the DC-DC booster circuit module is connected with the living stumpage biological electric energy acquisition module through the charge pump circuit module; the automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module so as to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated. The power supply system can provide stable and durable power supply for the wireless sensor nodes for the forest.",Hybrid micro-electric energy storage device and system for forest wireless sensor,20220705,[],Sustainability & Technological Innovation Questions
84,What are the four energy acquisition modules included in the hybrid micro-electric energy storage device for forest wireless sensors?,"The four energy acquisition modules are the solar energy acquisition module, the standing tree bioelectricity energy acquisition module, the soil temperature difference thermoelectric energy acquisition module, and the vibration energy acquisition module.","Hybrid micro-electric energy storage device and system for forest wireless sensorThe application discloses wireless sensor&#39;s hybrid little electric energy storage device and system are used to forest, and the device includes: the device comprises a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module and a vibration energy acquisition module; one end of the automatic switching circuit module is connected with the solar energy acquisition module, and is also respectively connected with the living stumpage biological electric energy acquisition module, the soil temperature difference thermal electric energy acquisition module and the vibration energy acquisition module sequentially through the DC-DC booster circuit module and the super capacitor charge accumulation module, the other end of the automatic switching circuit module is connected with the rechargeable battery through the charge management circuit module, and the starting power supply end of the DC-DC booster circuit module is connected with the living stumpage biological electric energy acquisition module through the charge pump circuit module; the automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module so as to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated. The power supply system can provide stable and durable power supply for the wireless sensor nodes for the forest.",Hybrid micro-electric energy storage device and system for forest wireless sensor,20220705,[],Sustainability & Technological Innovation Questions
85,How does the automatic switching circuit module function in the hybrid micro-electric energy storage device?,The automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated.,"Hybrid micro-electric energy storage device and system for forest wireless sensorThe application discloses wireless sensor&#39;s hybrid little electric energy storage device and system are used to forest, and the device includes: the device comprises a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module and a vibration energy acquisition module; one end of the automatic switching circuit module is connected with the solar energy acquisition module, and is also respectively connected with the living stumpage biological electric energy acquisition module, the soil temperature difference thermal electric energy acquisition module and the vibration energy acquisition module sequentially through the DC-DC booster circuit module and the super capacitor charge accumulation module, the other end of the automatic switching circuit module is connected with the rechargeable battery through the charge management circuit module, and the starting power supply end of the DC-DC booster circuit module is connected with the living stumpage biological electric energy acquisition module through the charge pump circuit module; the automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module so as to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated. The power supply system can provide stable and durable power supply for the wireless sensor nodes for the forest.",Hybrid micro-electric energy storage device and system for forest wireless sensor,20220705,[],Sustainability & Technological Innovation Questions
86,What is the purpose of the hybrid micro-electric energy storage system for forest wireless sensors?,The purpose of the system is to provide stable and durable power supply for the wireless sensor nodes in the forest.,"Hybrid micro-electric energy storage device and system for forest wireless sensorThe application discloses wireless sensor&#39;s hybrid little electric energy storage device and system are used to forest, and the device includes: the device comprises a solar energy acquisition module, a standing tree bioelectricity energy acquisition module, a soil temperature difference thermoelectric energy acquisition module and a vibration energy acquisition module; one end of the automatic switching circuit module is connected with the solar energy acquisition module, and is also respectively connected with the living stumpage biological electric energy acquisition module, the soil temperature difference thermal electric energy acquisition module and the vibration energy acquisition module sequentially through the DC-DC booster circuit module and the super capacitor charge accumulation module, the other end of the automatic switching circuit module is connected with the rechargeable battery through the charge management circuit module, and the starting power supply end of the DC-DC booster circuit module is connected with the living stumpage biological electric energy acquisition module through the charge pump circuit module; the automatic switching circuit module monitors and compares the output voltages of the solar energy collecting module and the DC-DC booster circuit module so as to select whether the solar energy collecting module or the DC-DC booster circuit module is communicated. The power supply system can provide stable and durable power supply for the wireless sensor nodes for the forest.",Hybrid micro-electric energy storage device and system for forest wireless sensor,20220705,[],Sustainability & Technological Innovation Questions
87,What are the main components of the solar-powered urine and excrement recycling treatment system described in the invention?,"The system includes a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device, and an excrement solar photo-thermal evaporation device, all sequentially connected.","Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing systemThe invention provides a treatment system for recycling urine and excrement by utilizing solar energy, which comprises a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device and an excrement solar photo-thermal evaporation device, wherein the source separation sanitary appliance, the acidified urine pool, the urine solar photo-thermal evaporation device and the excrement solar photo-thermal evaporation device are sequentially communicated; urine solar photothermal evaporation device includes transparent condensing plate, baffle, evaporating chamber, collection chamber, and the evaporating chamber is located transparent condensing plate horizontal position below, and the baffle separates evaporating chamber and collection chamber completely, and the printing opacity condensing plate covers in the evaporating chamber top and guides the comdenstion water to the collection chamber. According to the invention, after the source separated urine is deodorized and nitrogen-fixed by the acidified urine pool, the source separated urine enters the urine solar photo-thermal evaporation device, the urine is efficiently evaporated to dryness to reduce the volume of the urine, the urine is concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer to realize recycling, and the steam contacts the condensing plate to become water drops to flow into the collecting chamber to realize water recycling; the excrement separated from the source is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.",Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing system,20211123,"['ZHOU XUEFEI', 'ZHANG YALEI', 'LIU JIE', 'YU ZHENJIANG', 'Lai Zhulin', 'YANG LEI']",Sustainability & Technological Innovation Questions
88,How does the urine solar photo-thermal evaporation device function to recycle urine?,"The urine solar photo-thermal evaporation device uses a transparent condensing plate, baffle, evaporating chamber, and collection chamber to efficiently evaporate urine, concentrating it into high-concentration nitrogen and phosphate fertilizers, while condensed steam flows into the collection chamber for water recycling.","Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing systemThe invention provides a treatment system for recycling urine and excrement by utilizing solar energy, which comprises a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device and an excrement solar photo-thermal evaporation device, wherein the source separation sanitary appliance, the acidified urine pool, the urine solar photo-thermal evaporation device and the excrement solar photo-thermal evaporation device are sequentially communicated; urine solar photothermal evaporation device includes transparent condensing plate, baffle, evaporating chamber, collection chamber, and the evaporating chamber is located transparent condensing plate horizontal position below, and the baffle separates evaporating chamber and collection chamber completely, and the printing opacity condensing plate covers in the evaporating chamber top and guides the comdenstion water to the collection chamber. According to the invention, after the source separated urine is deodorized and nitrogen-fixed by the acidified urine pool, the source separated urine enters the urine solar photo-thermal evaporation device, the urine is efficiently evaporated to dryness to reduce the volume of the urine, the urine is concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer to realize recycling, and the steam contacts the condensing plate to become water drops to flow into the collecting chamber to realize water recycling; the excrement separated from the source is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.",Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing system,20211123,"['ZHOU XUEFEI', 'ZHANG YALEI', 'LIU JIE', 'YU ZHENJIANG', 'Lai Zhulin', 'YANG LEI']",Sustainability & Technological Innovation Questions
89,What is the purpose of the acidified urine pool in the treatment system?,The acidified urine pool deodorizes and nitrogen-fixes the source-separated urine before it enters the urine solar photo-thermal evaporation device for further processing.,"Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing systemThe invention provides a treatment system for recycling urine and excrement by utilizing solar energy, which comprises a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device and an excrement solar photo-thermal evaporation device, wherein the source separation sanitary appliance, the acidified urine pool, the urine solar photo-thermal evaporation device and the excrement solar photo-thermal evaporation device are sequentially communicated; urine solar photothermal evaporation device includes transparent condensing plate, baffle, evaporating chamber, collection chamber, and the evaporating chamber is located transparent condensing plate horizontal position below, and the baffle separates evaporating chamber and collection chamber completely, and the printing opacity condensing plate covers in the evaporating chamber top and guides the comdenstion water to the collection chamber. According to the invention, after the source separated urine is deodorized and nitrogen-fixed by the acidified urine pool, the source separated urine enters the urine solar photo-thermal evaporation device, the urine is efficiently evaporated to dryness to reduce the volume of the urine, the urine is concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer to realize recycling, and the steam contacts the condensing plate to become water drops to flow into the collecting chamber to realize water recycling; the excrement separated from the source is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.",Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing system,20211123,"['ZHOU XUEFEI', 'ZHANG YALEI', 'LIU JIE', 'YU ZHENJIANG', 'Lai Zhulin', 'YANG LEI']",Analytical & Explanatory Questions
90,What is the main component of the urban river water quality intelligent monitoring system described in the text?,"The main component is a floating platform-type water quality monitoring system, which includes a fixed outer lane and associated mechanisms.","Urban river water quality intelligent monitoring system based on remote sensing mappingThe utility model discloses an urban river water quality intelligent monitoring system based on remote sensing survey and drawing, including floating platform type water quality monitoring system main part, be provided with fixed outer lane in the floating platform type water quality monitoring system main part, and fixed outer lane inner wall is provided with the fixed block, the fixed block bottom is provided with drive gear, and the fixed block inner wall is provided with the ring gear, the fixed block top is provided with driving motor, and driving motor is connected with drive gear, the ring gear is connected with the drive gear meshing. This city river water quality intelligent monitoring system based on remote sensing survey and drawing is through setting up fixed outer lane in floating platform type water quality monitoring appearance main part, can automatic pivoted drive gear at fixed outer lane inner wall setting, set up the ring gear at the inner wall of fixed outer lane, make ring gear and drive gear meshing, drive gear can drive the ring gear from this and rotate, make the ring gear drive the solar panel angle rotation of its top, be convenient for adjust according to solar position, improve the efficiency of solar energy conversion.",Urban river water quality intelligent monitoring system based on remote sensing mapping,20211123,"['XU BAO', 'ZHANG LINGLING', 'MA XIN']",Sustainability & Technological Innovation Questions
91,How does the system adjust the solar panel angle for efficiency?,"The system uses a driving motor connected to a drive gear, which meshes with a ring gear. This mechanism rotates the solar panel to adjust its angle based on the sun's position, improving solar energy conversion efficiency.","Urban river water quality intelligent monitoring system based on remote sensing mappingThe utility model discloses an urban river water quality intelligent monitoring system based on remote sensing survey and drawing, including floating platform type water quality monitoring system main part, be provided with fixed outer lane in the floating platform type water quality monitoring system main part, and fixed outer lane inner wall is provided with the fixed block, the fixed block bottom is provided with drive gear, and the fixed block inner wall is provided with the ring gear, the fixed block top is provided with driving motor, and driving motor is connected with drive gear, the ring gear is connected with the drive gear meshing. This city river water quality intelligent monitoring system based on remote sensing survey and drawing is through setting up fixed outer lane in floating platform type water quality monitoring appearance main part, can automatic pivoted drive gear at fixed outer lane inner wall setting, set up the ring gear at the inner wall of fixed outer lane, make ring gear and drive gear meshing, drive gear can drive the ring gear from this and rotate, make the ring gear drive the solar panel angle rotation of its top, be convenient for adjust according to solar position, improve the efficiency of solar energy conversion.",Urban river water quality intelligent monitoring system based on remote sensing mapping,20211123,"['XU BAO', 'ZHANG LINGLING', 'MA XIN']",Government & Corporate Initiatives
92,What function does the fixed outer lane serve in the system?,"The fixed outer lane houses components like the fixed block, drive gear, and ring gear, allowing the system to automatically rotate the solar panel for optimal sunlight exposure.","Urban river water quality intelligent monitoring system based on remote sensing mappingThe utility model discloses an urban river water quality intelligent monitoring system based on remote sensing survey and drawing, including floating platform type water quality monitoring system main part, be provided with fixed outer lane in the floating platform type water quality monitoring system main part, and fixed outer lane inner wall is provided with the fixed block, the fixed block bottom is provided with drive gear, and the fixed block inner wall is provided with the ring gear, the fixed block top is provided with driving motor, and driving motor is connected with drive gear, the ring gear is connected with the drive gear meshing. This city river water quality intelligent monitoring system based on remote sensing survey and drawing is through setting up fixed outer lane in floating platform type water quality monitoring appearance main part, can automatic pivoted drive gear at fixed outer lane inner wall setting, set up the ring gear at the inner wall of fixed outer lane, make ring gear and drive gear meshing, drive gear can drive the ring gear from this and rotate, make the ring gear drive the solar panel angle rotation of its top, be convenient for adjust according to solar position, improve the efficiency of solar energy conversion.",Urban river water quality intelligent monitoring system based on remote sensing mapping,20211123,"['XU BAO', 'ZHANG LINGLING', 'MA XIN']",Sustainability & Technological Innovation Questions
93,What is the purpose of the natural resource information collection device based on crowd sensing?,"The device is designed for monitoring natural resources, specifically to collect wind energy resource information while preventing birds from nesting on it, which could affect the data collection.","Natural resource information collection device based on crowd sensingThe utility model discloses a natural resource information collecting device based on crowd sensing, and belongs to the technical field of equipment for monitoring natural resources. The utility model provides a natural resource information collection device based on crowd&#39;s intelligence perception, includes PMKD, PMKD top surface left side is equipped with the natural resource information collection equipment main part based on crowd&#39;s intelligence perception, and the supporting shoe middle part is equipped with the main shaft, and carousel circumference outer wall is equipped with a plurality of impellers, and drive plate outer wall middle part is equipped with a plurality of first guide pillars, and PMKD top surface middle part is equipped with the socket sleeve, and socket sleeve circumference inner wall sliding connection has the socket bar, and the socket bar upper end is equipped with dummy&#39;s model, and the driven plate middle part is equipped with a plurality of second guide pillars. According to the utility model, through the cooperation of the impellers arranged on the outer wall of the circumference of the rotary table, the first guide pillars on the outer wall of the driving disc, the dummy model on the upper end of the bearing rod and the second guide pillars on the outer wall of the driven disc, the birds can be prevented from nesting on the device to influence the result of wind energy resource information collection.",Natural resource information collection device based on crowd sensing,20220107,['LI GUOFU'],Sustainability & Technological Innovation Questions
94,What components are used to prevent birds from nesting on the device?,"The device uses impellers on the outer wall of the rotary table, first guide pillars on the driving disc, a dummy model on the upper end of the bearing rod, and second guide pillars on the driven disc to deter birds from nesting.","Natural resource information collection device based on crowd sensingThe utility model discloses a natural resource information collecting device based on crowd sensing, and belongs to the technical field of equipment for monitoring natural resources. The utility model provides a natural resource information collection device based on crowd&#39;s intelligence perception, includes PMKD, PMKD top surface left side is equipped with the natural resource information collection equipment main part based on crowd&#39;s intelligence perception, and the supporting shoe middle part is equipped with the main shaft, and carousel circumference outer wall is equipped with a plurality of impellers, and drive plate outer wall middle part is equipped with a plurality of first guide pillars, and PMKD top surface middle part is equipped with the socket sleeve, and socket sleeve circumference inner wall sliding connection has the socket bar, and the socket bar upper end is equipped with dummy&#39;s model, and the driven plate middle part is equipped with a plurality of second guide pillars. According to the utility model, through the cooperation of the impellers arranged on the outer wall of the circumference of the rotary table, the first guide pillars on the outer wall of the driving disc, the dummy model on the upper end of the bearing rod and the second guide pillars on the outer wall of the driven disc, the birds can be prevented from nesting on the device to influence the result of wind energy resource information collection.",Natural resource information collection device based on crowd sensing,20220107,['LI GUOFU'],Sustainability & Technological Innovation Questions
95,Where is the natural resource information collection equipment main part located on the device?,The main part of the natural resource information collection equipment is located on the left side of the top surface of the PMKD (a component of the device).,"Natural resource information collection device based on crowd sensingThe utility model discloses a natural resource information collecting device based on crowd sensing, and belongs to the technical field of equipment for monitoring natural resources. The utility model provides a natural resource information collection device based on crowd&#39;s intelligence perception, includes PMKD, PMKD top surface left side is equipped with the natural resource information collection equipment main part based on crowd&#39;s intelligence perception, and the supporting shoe middle part is equipped with the main shaft, and carousel circumference outer wall is equipped with a plurality of impellers, and drive plate outer wall middle part is equipped with a plurality of first guide pillars, and PMKD top surface middle part is equipped with the socket sleeve, and socket sleeve circumference inner wall sliding connection has the socket bar, and the socket bar upper end is equipped with dummy&#39;s model, and the driven plate middle part is equipped with a plurality of second guide pillars. According to the utility model, through the cooperation of the impellers arranged on the outer wall of the circumference of the rotary table, the first guide pillars on the outer wall of the driving disc, the dummy model on the upper end of the bearing rod and the second guide pillars on the outer wall of the driven disc, the birds can be prevented from nesting on the device to influence the result of wind energy resource information collection.",Natural resource information collection device based on crowd sensing,20220107,['LI GUOFU'],Sustainability & Technological Innovation Questions
96,What is the purpose of the natural resource information collection device based on crowd sensing?,"The device is designed for monitoring natural resources, specifically to collect wind energy resource information while preventing birds from nesting on it, which could affect data accuracy.","Natural resource information collection device based on crowd sensingThe utility model discloses a natural resource information collecting device based on crowd sensing, and belongs to the technical field of equipment for monitoring natural resources. The utility model provides a natural resource information collection device based on crowd&#39;s intelligence perception, includes PMKD, PMKD top surface left side is equipped with the natural resource information collection equipment main part based on crowd&#39;s intelligence perception, and the supporting shoe middle part is equipped with the main shaft, and carousel circumference outer wall is equipped with a plurality of impellers, and drive plate outer wall middle part is equipped with a plurality of first guide pillars, and PMKD top surface middle part is equipped with the socket sleeve, and socket sleeve circumference inner wall sliding connection has the socket bar, and the socket bar upper end is equipped with dummy&#39;s model, and the driven plate middle part is equipped with a plurality of second guide pillars. According to the utility model, through the cooperation of the impellers arranged on the outer wall of the circumference of the rotary table, the first guide pillars on the outer wall of the driving disc, the dummy model on the upper end of the bearing rod and the second guide pillars on the outer wall of the driven disc, the birds can be prevented from nesting on the device to influence the result of wind energy resource information collection.",Natural resource information collection device based on crowd sensing,20220107,['LI GUOFU'],Sustainability & Technological Innovation Questions
97,What components are included in the natural resource information collection device?,"The device includes a PMKD (main structure), a natural resource information collection equipment main part, a main shaft, impellers, first and second guide pillars, a socket sleeve, a bearing rod, and a dummy model.","Natural resource information collection device based on crowd sensingThe utility model discloses a natural resource information collecting device based on crowd sensing, and belongs to the technical field of equipment for monitoring natural resources. The utility model provides a natural resource information collection device based on crowd&#39;s intelligence perception, includes PMKD, PMKD top surface left side is equipped with the natural resource information collection equipment main part based on crowd&#39;s intelligence perception, and the supporting shoe middle part is equipped with the main shaft, and carousel circumference outer wall is equipped with a plurality of impellers, and drive plate outer wall middle part is equipped with a plurality of first guide pillars, and PMKD top surface middle part is equipped with the socket sleeve, and socket sleeve circumference inner wall sliding connection has the socket bar, and the socket bar upper end is equipped with dummy&#39;s model, and the driven plate middle part is equipped with a plurality of second guide pillars. According to the utility model, through the cooperation of the impellers arranged on the outer wall of the circumference of the rotary table, the first guide pillars on the outer wall of the driving disc, the dummy model on the upper end of the bearing rod and the second guide pillars on the outer wall of the driven disc, the birds can be prevented from nesting on the device to influence the result of wind energy resource information collection.",Natural resource information collection device based on crowd sensing,20220107,['LI GUOFU'],Factual Questions
98,How does the device prevent birds from nesting and interfering with wind energy resource collection?,"The device uses a combination of impellers on the rotary table, first guide pillars on the driving disc, a dummy model on the bearing rod, and second guide pillars on the driven disc to deter birds from nesting.","Natural resource information collection device based on crowd sensingThe utility model discloses a natural resource information collecting device based on crowd sensing, and belongs to the technical field of equipment for monitoring natural resources. The utility model provides a natural resource information collection device based on crowd&#39;s intelligence perception, includes PMKD, PMKD top surface left side is equipped with the natural resource information collection equipment main part based on crowd&#39;s intelligence perception, and the supporting shoe middle part is equipped with the main shaft, and carousel circumference outer wall is equipped with a plurality of impellers, and drive plate outer wall middle part is equipped with a plurality of first guide pillars, and PMKD top surface middle part is equipped with the socket sleeve, and socket sleeve circumference inner wall sliding connection has the socket bar, and the socket bar upper end is equipped with dummy&#39;s model, and the driven plate middle part is equipped with a plurality of second guide pillars. According to the utility model, through the cooperation of the impellers arranged on the outer wall of the circumference of the rotary table, the first guide pillars on the outer wall of the driving disc, the dummy model on the upper end of the bearing rod and the second guide pillars on the outer wall of the driven disc, the birds can be prevented from nesting on the device to influence the result of wind energy resource information collection.",Natural resource information collection device based on crowd sensing,20220107,['LI GUOFU'],Sustainability & Technological Innovation Questions
