question,relevant_text,answer,title,publication_date,inventor
" What is the purpose of injecting cold water into the rock stratum in the collaborative geothermal mining method?

","[{'text': 'The invention discloses a mine thermal damage management collaborative geothermal mining method, which comprises the following steps: firstly, constructing a mine thermal damage treatment and collaborative geothermal mining structure; secondly, injecting cold water into the rock stratum through a cold water injection channel; thirdly, hot water in the rock stratum is extracted through a hot water extraction channel; fourthly, heat pump treatment; and fifthly, monitoring the air flow temperature in the mine working roadway. The cold mass continuously flows into the rock stratum, the temperature of the rock nearby the cold mass is gradually reduced, so that the cold water injection channel prevents the heat conduction of geothermal energy at the bottom of the rock stratum to the mining layer, the temperature of the surrounding rock of the upper mine working roadway is also reduced along with the gradual expansion of the rock cooling area nearby the injection channel, the temperature of the internal air flow is effectively reduced, the hot water of the high-temperature rock stratum is conveyed to the ground from the air return side of the mine roadway, the extracted high-temperature rock stratum is prevented from releasing heat energy into the roadway to aggravate heat damage, the air flow temperature of the air return side is higher, the heat loss of the extracted rock stratum hot water is reduced, and an effective way is provided for the synchronous processing of geothermal heat damage of the mine and the extraction.', 'language': 'en', 'truncated': False}, {'text': '本发明公开了一种矿井热害治理协同地热开采方法，包括步骤：一、构筑矿井热害治理协同地热开采结构；二、冷水注入通道向岩层内注入冷水；三、热水采热通道抽采岩层内热水；四、热泵处理；五、矿井工作巷道内风流温度监测。本发明冷质持续流入岩层，其附近岩石温度逐渐降温，从而冷水注入通道阻止了岩层底部地热能向采矿层的热传导，随着注入通道附近岩石降温区域逐渐扩大，上层矿井工作巷道围岩温度也将降低，内部风流温度得到有效的降温，高温岩层热水从矿井巷道回风侧输送至地面，防止了抽采的高温岩层向巷道内释放热能加重热害，回风侧风流温度较高，减少了抽采的岩层热水的热损失，为矿井热害治理和地热开采同步进行提供了有效途径。', 'language': 'zh', 'truncated': False}]"," The purpose of injecting cold water into the rock stratum is to prevent the heat conduction of geothermal energy at the bottom of the rock stratum to the mining layer, thereby reducing the temperature of the surrounding rock and the internal air flow, and preventing the high-temperature rock stratum from releasing heat energy into the roadway and aggravating heat damage.","[{'text': 'Mine thermal damage treatment collaborative geothermal mining method', 'language': 'en', 'truncated': False}, {'text': '一种矿井热害治理协同地热开采方法', 'language': 'zh', 'truncated': False}]",20220111,"['XU YU', 'LI ZIJUN', 'WANG JUNJIAN', 'PAN WEI', 'LI RONGRONG', 'JIA MINTAO', 'ZHANG XIUZHI', 'JIA QIAN']"
" What is the main purpose of the utility model in the text?

","[{'text': 'The utility model relates to a cold, heat and electricity multi-energy combined supply system based on geothermal energy, which comprises an ORC heat exchanger, an ORC generator set, a lithium bromide water chilling unit heat exchanger, a lithium bromide water chilling unit, a hot water heat exchanger, a water source heat pump unit, a magnetic suspension water chilling unit, an electric boiler, a power distribution network, a cold water pipe network, a low-temperature hot water pipe network and a high-temperature hot water pipe network. In the utility model, geothermal water sequentially passes through the ORC heat exchanger, the lithium bromide water chilling unit heat exchanger, the hot water heat exchanger and the water source heat pump heat exchanger to exchange heat in four stages, so that the usable part of geothermal energy is utilized to the maximum extent, the comprehensive utilization efficiency of the whole geothermal energy system is effectively improved, three types of cold, heat and electricity can be provided for users in a one-stop mode, and the type, the quantity and the proportion of equipment can be flexibly adjusted to meet the requirements of different users. The two modes of off-grid connection and grid connection enable the system to have a wide application scene.', 'language': 'en', 'truncated': False}, {'text': '本实用新型涉及一种基于地热能的冷热电多能联供系统，包括ORC换热器、ORC发电机组、溴化锂冷水机组换热器、溴化锂冷水机组、热水换热器、水源热泵机组换热器、水源热泵机组、磁悬浮冷水机组、电锅炉、配电网、冷水管网、低温热水管网、高温热水管网。本实用新型中，地热水依次通过ORC换热器、溴化锂冷水机组换热器、热水换热器、水源热泵换热器共四级换热，最大程度利用了地热能的可利用部分，有效提升了整个地热能系统的综合利用效率，并且可以一站式为用户提供冷热电三种能源，还可以灵活调节设备种类、数量、配比以满足不同用户需求。离/并网两种模式使本系统具有较广的应用场景。', 'language': 'zh', 'truncated': False}]"," The main purpose of the utility model is to fully utilize the energies in geothermal resources, provide users with a one-stop supply of cold, heat, and electricity, and improve the comprehensive utilization efficiency of the whole geothermal energy system.","[{'text': 'Cold and heat and electricity multi-energy combined supply system based on geothermal energy', 'language': 'en', 'truncated': False}, {'text': '一种基于地热能的冷热电多能联供系统', 'language': 'zh', 'truncated': False}]",20220211,"['SONG YUAN', 'HUANG HULIN', 'WANG XIN', 'ZHANG NINGYONG', 'KUAI WENBIAO', 'MA YU', 'CAI LONG', 'CHEN FEI']"
" What are the three different resources that a microfluidic energy harvester, such as the one described in the present invention, is capable of producing high-density power from?

","[{'text': 'Present invention discloses a microfluidic energy harvester for converting solar energy into electrical energy. A preferred embodiment of the present microfluidic energy harvester includes a substrate having an embedded central microchannel, electrolyte configured to reside and/or flow in said central microchannel and electrode assembly having one or more pair of electrodes arranged in a series and integrated with said central microchannel from sides ensuring direct contact between said pair for electrodes with said electrolyte while it reside and/or flow in said central microchannel for ensuing electrochemical photovoltaic effect to convert the solar energy into the electrical energy under direct solar illumination by working under regenerative conditions. The microfluidic energy harvester is capable of producing high density power from three different resources, (a) the solar irradiation produces a photovoltaic potential difference between the metal/metal-oxide electrodes, (b) SPR of the metal nanoparticles suspended in the electrolyte amplifies the photovoltaic potential difference under solar irradiation, and (c) the flow of the nanoparticle laden electrolyte produces a streaming potential between the electrodes by converting the mechanical energy into the electrical one near the electrodes. The transparency of the polymer and adequate absorptivity of the metal/metal-oxide electrodes ensured facile absorption of solar irradiation in the microfluidic energy harvester. The flexibility of the MEH can be tuned by adjusting the cross-linking of the PDMS matrix. The multiplicity of the microchannels and electrodes are expected to increase the total amount of energy harvested.', 'language': 'en', 'truncated': False}, {'text': 'Present invention discloses a microfluidic energy harvester for converting solar energy into electrical energy. A preferred embodiment of the present microfluidic energy harvester includes a substrate having an embedded central microchannel, electrolyte configured to reside and/or flow in said central microchannel and electrode assembly having one or more pair of electrodes arranged in a series and integrated with said central microchannel from sides ensuring direct contact between said pair for electrodes with said electrolyte while it reside and/or flow in said central microchannel for ensuing electrochemical photovoltaic effect to convert the solar energy into the electrical energy under direct solar illumination by working under regenerative conditions. The microfluidic energy harvester is capable of producing high density power from three different resources, (a) the solar irradiation produces a photovoltaic potential difference between the metal/metal-oxide electrodes, (b) SPR of the metal nanoparticles suspended in the electrolyte amplifies the photovoltaic potential difference under solar irradiation, and (c) the flow of the nanoparticle laden electrolyte produces a streaming potential between the electrodes by converting the mechanical energy into the electrical one near the electrodes. The transparency of the polymer and adequate absorptivity of the metal/metal-oxide electrodes ensured facile absorption of solar irradiation in the microfluidic energy harvester. The flexibility of the MEH can be tuned by adjusting the cross-linking of the PDMS matrix. The multiplicity of the microchannels and electrodes are expected to increase the total amount of energy harvested.', 'language': 'en', 'truncated': False}]"," The three different resources are:

1. Solar irradiation producing a photovoltaic potential difference between metal/metal-oxide electrodes.
2. Surface Plasmon Resonance (SPR) of metal nanoparticles suspended in the electrolyte amplifying the photovoltaic potential difference under solar irradiation.
3. The flow of nanoparticle-laden electrolyte producing a streaming potential between the electrodes by converting mechanical energy into electrical energy near the electrodes.","[{'text': 'Microfluidic electrical energy harvester', 'language': 'en', 'truncated': False}]",20211130,"['BHATTACHARJEE, Mitradip', 'TIMUNG, Seim', 'BANDYOPADHYAY, Dipankar', 'MANDAL, Tapas Kumar']"
" What is the main advantage of the car and vessel system of heat energy exchange mentioned in the reference text?

","[{'text': 'The application provides a car and vessel system of heat energy exchange belongs to the field of the high-efficient low-priced energy of utilizing, relates to the utilization of electric wire netting peak shaving, the high-efficient utilization of photoelectricity wind-powered electricity generation, waste heat utilization, solar energy collection utilization, volcano geothermol power simultaneously. The specific scheme is as follows: a storage unit (4) for storing inexpensive energy (1, 2, 3) into inexpensive heat energy, and a heat storage unit (5) mounted on a vehicle or a ship; the vehicle and the ship (5) which finish the heat energy exchange of the heat energy collection and storage supply heat to the terminal heat-requiring users according to the dispatching of the heating vehicle and ship management unit (7); the vehicle and the ship (5) which finish heat exchange of heat supply drive back cheap energy sources (1, 2, 3 and 4) to continuously collect and store heat energy according to the dispatching of a thermal vehicle and ship management unit (7); the method has the advantages of low cost, easy popularization and high efficiency, can quickly realize the tight coupling of heat energy production, storage and transportation and heat utilization from the macroscopic field to the microscopic field, and creates good conditions for power grid peak regulation, waste heat utilization, solar heat collection utilization and volcano geothermal heat utilization.', 'language': 'en', 'truncated': False}, {'text': '本申请提供了一种热能交换的车船系统，属于高效利用廉价能源的领域，同时涉及电网调峰、光电风电高效利用、余热利用、太阳能集热利用、火山地热的利用。具体方案为：将廉价能源（1、2、3）收储至廉价热能的收储单元（4）、车载或船载的储热单元（5）；完成热能收储的热能交换的车船（5），根据热力车船管理单元（7）的调度，向终端需热用户供热；完成供热的热能交换的车船（5），根据热力车船管理单元（7）的调度，驶回廉价能源（1、2、3、4）继续收储热能；本申请成本低、易推广、效率高，可以快速实现热能生产、储运、用热从宏观领域至微观领域的紧密耦合，为电网调峰、余热利用、太阳能集热利用、火山地热利用创造了良好的条件。', 'language': 'zh', 'truncated': False}]"," The main advantage is that it has low cost, easy popularization, and high efficiency, allowing for quick realization of tight coupling of heat energy production, storage, and transportation, and creating good conditions for power grid peak regulation, waste heat utilization, solar heat collection utilization, and volcano geothermal heat utilization.","[{'text': 'Vehicle and ship system for heat energy exchange', 'language': 'en', 'truncated': False}, {'text': '一种热能交换的车船系统', 'language': 'zh', 'truncated': False}]",20220506,[]
" What is the main purpose of the proposed evaporator in the utility model, and how does it address the problems of existing evaporators?

","[{'text': 'The utility model belongs to the technical field of water heaters, and particularly relates to an evaporator and a space energy heat pump water heater. The utility model aims to solve the problems of small surface area and low heat exchange efficiency of the existing evaporator. The evaporator of the present invention comprises: the solar heat collector comprises a first heat exchange plate and a second heat exchange plate, wherein the first heat exchange plate is provided with a first surface and a second surface which are opposite to each other, the second heat exchange plate is arranged on the first surface, and a first heat absorption layer is arranged on the second surface, so that the efficiency of absorbing solar energy is improved; the first heat exchange plate is blown to form a refrigerant pipeline so as to enable a refrigerant to circulate, and the refrigerant pipeline protrudes out of the first surface of the first heat exchange plate, so that the surface area of the first heat exchange plate is increased, and the absorption area of solar energy is increased; the surface of the second heat exchange plate, which is away from the first heat exchange plate, is provided with the fins, so that the surface area of the second heat exchange plate is increased, the contact area of the evaporator and air is increased, and the heat exchange efficiency is improved.', 'language': 'en', 'truncated': False}, {'text': '本实用新型属于热水器技术领域，具体涉及一种蒸发器及太空能热泵热水器。本实用新型旨在解决现有蒸发器的表面积小，换热效率低的问题。本实用新型的蒸发器包括：第一换热板和第二换热板，第一换热板具有相对的第一表面和第二表面，第一表面上设置有第二换热板，第二表面上设置有第一吸热层，提高吸收太阳能的效率；第一换热板吹胀形成冷媒管道，以使冷媒流通，冷媒管道凸出与第一换热板的第一表面，有利于增大第一换热板的表面积，从而有利于提高太阳能的吸收面积；第二换热板背离第一换热板的一面设置有鳍片，有利于增大第二换热板的表面积，从而提高蒸发器与空气的接触面积，进而提高换热效率。', 'language': 'zh', 'truncated': False}]"," The main purpose of the proposed evaporator is to solve the problems of small surface area and low heat exchange efficiency of existing evaporators. It achieves this by increasing the surface area of the evaporator through the use of a refrigerant pipeline, fins on the second heat exchange plate, and improved heat absorption efficiency.","[{'text': 'Evaporator and space energy heat pump water heater', 'language': 'en', 'truncated': False}, {'text': '蒸发器及太空能热泵热水器', 'language': 'zh', 'truncated': False}]",20220318,"['XIE JUN', 'ZHENG XIAOFENG', 'GAO ZHIQIANG']"
"
What is the material used to package phase-change materials in the given invention?

","[{'text': 'The invention relates to the field of phase-change materials, in particular to a metal organic framework derivative-based photothermal phase-change material and application thereof. The zinc oxide/hierarchical pore carbon composite material is a carbon material which is obtained by high-temperature carbonization of a zinc-metal organic framework and is highly and uniformly distributed with zinc oxide nanoparticles, and the zinc oxide nanoparticles account for 20-50% of the total weight of the zinc oxide/hierarchical pore carbon composite material. According to the invention, the zinc oxide/hierarchical pore carbon composite is used as a base material to package the phase-change material, the zinc oxide nanoparticles with ultrahigh dispersion in the zinc oxide/hierarchical pore carbon composite have better photon capturing capability, can realize efficient and rapid heat transfer and light absorption, have higher photo-thermal conversion efficiency under the synergistic action with the phase-change material, have higher stability, can obviously improve the photo-thermal conversion and storage capability of the phase-change material, and effectively promote the utilization of solar energy.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及相变材料领域，具体涉及一种金属有机骨架衍生物基光热相变材料及其应用。包括氧化锌/多级孔碳复合物和吸附在氧化锌/多级孔碳复合物表面和/或孔道内的相变材料，氧化锌/多级孔碳复合物为锌‑金属有机框架经高温碳化获得的高度均匀弥散分布有氧化锌纳米粒子的碳材料，氧化锌纳米粒子占氧化锌/多级孔碳复合物总重量的20‑50％。本发明以氧化锌/多级孔碳复合物为基材封装相变材料，氧化锌/多级孔碳复合物中超高分散的氧化锌纳米粒子具有较好的光子捕获能力，可实现高效快速的传热及光吸收，与相变材料协同作用具有较高光热转换效率，且具有较高稳定性，能显著提升相变材料的光热转换和存储能力，有效促进太阳能的利用。', 'language': 'zh', 'truncated': False}]","
The ultrahigh dispersion of zinc oxide nanoparticles in the zinc oxide/hierarchical pore carbon composite material enables it to have better photon capturing capability, efficient and rapid heat transfer, and higher photo-thermal conversion efficiency when used in conjunction with the phase-change material.","[{'text': 'Metal organic framework derivative-based photothermal phase change material and application thereof', 'language': 'en', 'truncated': False}, {'text': '一种金属有机骨架衍生物基光热相变材料及其应用', 'language': 'zh', 'truncated': False}]",20220513,[]
" What is the main advantage of using the solar energy-powered drying machine in the workshop?

","[{'text': 'The utility model provides a workshop overhead solar drying-machine and supporting system, relate to drying equipment technical field, feed bin on the raw materials, the lifting machine, drying-machine and output feed bin, the drying-machine is installed at the workshop top, the drying-machine is including sealed box, be provided with the stoving transfer chain in the sealed box, the one end of sealed box is provided with the feed inlet, the other end is provided with the discharge gate, the feed inlet is located the top of stoving transfer chain, the export intercommunication of feed inlet and lifting machine, the up end of sealed box is provided with printing opacity thermal-insulated board, printing opacity thermal-insulated board below is provided with the extinction exothermic board, the workshop top is provided with the printing opacity region, printing opacity thermal-insulated board corresponds the regional setting of printing opacity, the inside hydrofuge fan that is provided with of sealed box, the discharge gate passes through discharging pipe joint output feed bin. In the aspect of energy cost, as the heat source uses solar energy, the space resource of a workshop can be greatly saved, zero emission is really realized on the aspect of environmental protection, and the market competitiveness of a user can be greatly improved.', 'language': 'en', 'truncated': False}, {'text': '一种车间顶置太阳能烘干机及配套系统，涉及烘干设备技术领域，包括原料上料仓、提升机、烘干机和产量料仓，烘干机安装在车间顶部，烘干机包括密封箱体，密封箱体内设置有烘干输送线，密封箱体的一端设置有进料口，另一端设置有出料口，进料口位于烘干输送线的上方，进料口与提升机的出口连通，密封箱体的上端面设置有透光隔温板，透光隔温板下方设置有吸光放热板，车间顶部设置有透光区域，透光隔温板对应透光区域设置，密封箱体内部设置有排潮风扇，出料口通过出料管连接产量料仓。在能源成本上，由于热源使用了太能光能，可极大节约使用车间的空间资源，在环保要求上，真正做到了零排放，可极大提高使用方市场竞争力。', 'language': 'zh', 'truncated': False}]"," The main advantage is that it allows for significant energy cost savings, saves workshop space, and achieves zero emission, improving the environmental cleanliness and increasing market competitiveness.","[{'text': 'Workshop overhead solar dryer and matching system', 'language': 'en', 'truncated': False}, {'text': '一种车间顶置太阳能烘干机及配套系统', 'language': 'zh', 'truncated': False}]",20220531,[]
" What is the main function of the mobility-controllable medium film in the field effect transistor?

","[{'text': 'The invention relates to the field of microelectronic devices, in particular to a field effect transistor with controllable mobility and a preparation method thereof. A field effect transistor with controllable mobility comprises a substrate, wherein a source electrode region is arranged at the upper left part of the substrate, a channel layer is arranged at the upper middle part of the substrate, and a drain electrode region is arranged at the upper right part of the substrate; the left side and the right side of the channel layer are respectively adjacent to the source electrode region and the drain electrode region; the source region, the channel layer and the drain region have the same height; an active electrode is arranged on the upper surface of the source region; the upper surface of the drain electrode region is provided with a drain electrode; also included are mobility controllable media films; the mobility-controllable medium film is arranged on the upper surface of the channel layer, and the width of the mobility-controllable medium film is larger than that of the channel layer; a grid layer is arranged on the upper surface of the mobility-controllable medium film; and a gate electrode is arranged on the upper surface of the gate layer. The invention can regulate and control the inversion layer charge in the channel of the field effect transistor, thereby realizing the regulation and control of the field effect transistor on the carrier mobility and finally improving the use efficiency of the high-performance circuit.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及微电子器件领域，具体涉及一种迁移率可控的场效应晶体管及其制备方法。一种迁移率可控的场效应晶体管，包括衬底，衬底左上部设有源极区，衬底中上部设有沟道层，衬底右上部设有漏极区；沟道层左侧和右侧分别与源极区和漏极区邻接；源极区、沟道层和漏极区高度相同；源极区上表面设有源电极；漏极区上表面设有漏电极；还包括迁移率可控介质薄膜；迁移率可控介质薄膜设在沟道层上表面，迁移率可控介质薄膜宽度大于沟道层宽度；迁移率可控介质薄膜上表面设有栅极层；栅极层上表面设有栅电极。本发明可对场效应晶体管沟道中的反型层电荷进行调控，从而实现场效应晶体管对载流子迁移率的调控，最终提高了高性能电路的使用效率。', 'language': 'zh', 'truncated': False}]"," The mobility-controllable medium film is used to regulate and control the inversion l charge ayerin the channel of the field effect transistor, thereby controlling the carrier mobility and improving the efficiency of high-performance circuits.","[{'text': 'Controllable-mobility field effect transistor and preparation method thereof', 'language': 'en', 'truncated': False}, {'text': '一种迁移率可控的场效应晶体管及其制备方法', 'language': 'zh', 'truncated': False}]",20220513,[]
" What is the goal of the method and device described in the reference text for predicting short-term output of runoff small hydropower?

","[{'text': 'The embodiment of the application discloses a method and a device for predicting short-term output of runoff small hydropower, wherein the method comprises the following steps: acquiring historical output information and historical meteorological information of the radial-flow small hydropower station; calculating the planned output accuracy according to the historical output information of each historical period; obtaining a historical planned output correction value of the first target period according to historical planned output values, historical actual output values and historical meteorological information of other adjacent periods of the first target period; and determining the future planned output force value of the radial small hydropower station according to the historical planned output force correction value of the first target period, the historical planned output force value of the second target period, the historical meteorological information and the future meteorological information. By adopting the method and the device, the future planned output value can be determined according to the historical planned output correction value of the first target period, the historical planned output value of the second target period, the historical meteorological information and the future meteorological information, and the accuracy of the short-term output prediction of the radial-flow small hydropower station is improved.', 'language': 'en', 'truncated': False}, {'text': '本申请实施例公开了一种径流式小水电短期出力预测方法和装置，其中，所述方法包括：获取径流式小水电的历史出力信息及历史气象信息；根据各个历史周期的历史出力信息计算计划出力准确率；根据第一目标周期相邻的其他周期的历史计划出力值、历史实际出力值和历史气象信息，获取第一目标周期的历史计划出力校正值；根据第一目标周期的历史计划出力校正值、第二目标周期的历史计划出力值、历史气象信息及未来气象信息，确定径流式小水电的未来计划出力值。采用前述方法和装置能够根据第一目标周期的历史计划出力校正值、第二目标周期的历史计划出力值、历史气象信息及未来气象信息，确定未来计划出力值，提升径流式小水电短期出力预测的准确性。', 'language': 'zh', 'truncated': False}]"," The goal is to determine the future planned output value of a radial-flow small hydropower station by using historical planned output correction values, historical meteorological information, and future meteorological information, to improve the accuracy of short-term output prediction.","[{'text': 'Method and device for predicting short-term output of runoff small hydropower station', 'language': 'en', 'truncated': False}, {'text': '一种径流式小水电短期出力预测方法和装置', 'language': 'zh', 'truncated': False}]",20220322,[]
" What is the purpose of the pressure sensor in the self-adjusting hydrogen bottle device for mobile hydrogen energy vehicles?

","[{'text': 'The invention discloses a self-adjusting hydrogen bottle device for a mobile hydrogen energy vehicle, which comprises: the utility model discloses a bearing surface, including base, a plurality of, motor and controlling means, the base is all connected to motor and controlling means, it is inboard that base is located to remove self-interacting device, remove self-interacting device and include stopper, bracing piece removal area, two bracing pieces, bearing surface and pressure sensor, the bracing piece is removed the area and is located base inner, the stopper is located the bracing piece and is removed the area both ends, bracing piece one end joint support pole is removed the area other end and is connected the bearing surface, pressure sensor locates the bearing surface middle part. The bearing surface surrounds the hydrogen bottle, reduces the collision friction of hydrogen bottle, and pressure sensor passes through bracing piece and base and transmits the hydrogen bottle atress condition to controlling means, and controlling means control corresponding bracing piece removes to take and suitably removes at the bracing piece, adjusts the hydrogen bottle atress condition and makes the hydrogen bottle atress even.', 'language': 'en', 'truncated': False}, {'text': '本发明公开了一种用于移动氢能源车的自调节氢瓶装置，包括：基座、若干个移动自调节装置、电机和控制装置，电机和控制装置均连接基座，移动自调节装置设于基座内侧，移动自调节装置包括限位块、支撑杆移动带、两个支撑杆、承托面和压力传感器，支撑杆移动带位于基座内端，限位块设于支撑杆移动带两端，支撑杆一端连接支撑杆移动带另一端连接承托面，压力传感器设于承托面中部。承托面环绕氢瓶周身，减少氢瓶的碰撞摩擦，压力传感器通过支撑杆和基座将氢瓶受力情况传递到控制装置，控制装置控制相应的支撑杆在支撑杆移动带上进行适当移动，调节氢瓶受力情况使氢瓶受力均匀。', 'language': 'zh', 'truncated': False}]"," The pressure sensor is used to transmit the pressure condition of the hydrogen bottle to the controlling means, allowing the controlling means to adjust the bracing piece and regulate the pressure of the hydrogen bottle to make it even.","[{'text': 'Self-adjusting hydrogen cylinder device for mobile hydrogen energy vehicle', 'language': 'en', 'truncated': False}, {'text': '一种用于移动氢能源车的自调节氢瓶装置', 'language': 'zh', 'truncated': False}]",20220225,"['ZHAO YANMIN', 'LI FEIWEI', 'DING YIMIN', 'GAO BO', 'ZHOU MIN', 'ZHANG CHONGBIAO', 'ZHANG WEIKANG', 'YANG LIU', 'LIU WEILIANG', 'QIAN WEIJIE', 'CHEN JINWEI', 'MEI YUJIA', 'BI JIANGLIN', 'LI WEIQI', 'JIA XINGXING']"
" What is the proportion of grouting material that should be used in the clay core wall of a rock-fill dam based on the seepage of the dam body and the damage condition of the core wall?

","[{'text': 'The invention relates to a reinforcing and reinforcing structure of a clay core rockfill dam and a construction method thereof. The invention is suitable for water conservancy and hydropower engineering. The technical scheme of the invention is a reinforcing and reinforcing structure of a clay core wall rock-fill dam, which is characterized in that: drilling holes in a row respectively in the clay core wall of the rock-fill dam and at the upstream and downstream of the middle part of the clay core wall, wherein the drilling holes extend downwards from the top of the rock-fill dam to a foundation concrete base, and grouting materials are filled in the drilling holes; and concrete impervious walls are arranged between the middle part of the clay core wall and the two rows of drilled holes. And the two rows of the drill holes are respectively positioned at the positions 1m away from the upstream and the downstream of the middle part of the clay core wall. The hole diameter of the drill hole is 0.1-0.2 m, and the hole distance between the drill holes in the same row is 0.5-1.0 m. The grouting material comprises cement and fine sand soil, and the mass ratio of the cement to the fine sand soil is 3: 7-5: 5; and determining the proportion of the grouting material according to the seepage of the dam body and the damage condition of the core wall, wherein the more serious the seepage is, the higher the proportion of the fine sand is.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及一种黏土心墙堆石坝的补强加固结构及其施工方法。本发明适用于水利水电工程。本发明的技术方案为一种黏土心墙堆石坝的补强加固结构，其特征在于：在该堆石坝的黏土心墙内、黏土心墙中部的上下游各钻设有一排钻孔，钻孔由堆石坝坝顶向下延伸至基础混凝土底座，钻孔内填充有灌浆材料；所述黏土心墙中部、两排所述钻孔之间设有混凝土防渗墙。两排所述钻孔分别位于黏土心墙的中部偏上游、下游各1m处。所述钻孔孔径为0.1～0.2m，同排钻孔之间的孔距0.5～1.0m。所述灌浆材料包括水泥和粉细沙土，水泥和粉细沙土的质量比为3:7～5:5；根据坝体渗漏、心墙破坏情况确定灌浆材料比例，渗漏越严重，粉细砂土比例越高。', 'language': 'zh', 'truncated': False}]"," The proportion of grouting material should be adjusted such that the more serious the seepage is, the higher the proportion of fine sand soil is, with a mass ratio of cement to fine sand soil ranging from 3:7 to 5:5.","[{'text': 'Reinforcing and reinforcing structure of clay core rockfill dam and construction method thereof', 'language': 'en', 'truncated': False}, {'text': '黏土心墙堆石坝的补强加固结构及其施工方法', 'language': 'zh', 'truncated': False}]",20211221,"['HUANG WEI', 'WANG YINGJUN', 'ZHAO LIN', 'LEI XIANYANG', 'DU XUEZHEN']"
" What is the purpose of adding nano copper particles to the prepared functional eutectic solvent in the preparation method of a eutectic solvent-nano copper type nanometer fluid?

","[{'text': 'The invention relates to a preparation method of a eutectic solvent-nano copper type nanometer fluid, which comprises the steps of preparing a eutectic solvent, adding an alkaline substance into the prepared eutectic solvent to obtain a functional eutectic solvent, and adding nano copper particles into the prepared functional eutectic solvent to obtain the eutectic solvent-nano copper type nanometer fluid. According to the invention, a nanofluid system commonly used in the industries of solar energy conversion, industrial cooling and the like is applied to removal of hydrogen sulfide gas, and a eutectic solvent-nano copper type nanofluid with specific absorption performance on hydrogen sulfide is screened out, so that a novel desulfurizer with remarkably enhanced performance is obtained; the eutectic solvent-nano copper type nano fluid is simple in preparation, and the desulfurization effect is obviously superior to that of the eutectic solvent with the same concentration; the reaction condition is mild, the process is simple, the method is novel, the energy consumption is low, and the industrial popularization is easy.', 'language': 'en', 'truncated': False}, {'text': '本发明具体涉及一种低共熔溶剂‑纳米铜型纳米流体的制备方法，包括制备低共熔溶剂，向制备的低共熔溶剂中加入碱性物质获得功能化低共熔溶剂，向制备的功能化低共熔溶剂中加入纳米铜颗粒得到低共熔溶剂‑纳米铜型纳米流体。本发明将常用于太阳能转换、工业冷却等行业的纳米流体体系应用于硫化氢气体脱除中，筛选出对硫化氢具备特异吸收性能的低共熔溶剂‑纳米铜型纳米流体，获得性能显著加强的新型脱硫剂；低共熔溶剂‑纳米铜型纳米流体配置简单，脱硫效果明显优于同等浓度的低共熔溶剂；反应条件温和，工艺简单，方法新颖，能耗低，易于工业化推广。', 'language': 'zh', 'truncated': False}]"," The addition of nano copper particles to the functional eutectic solvent is used to obtain the eutectic solvent-nano copper type nanometer fluid, which has a significantly enhanced desulfurization effect against hydrogen sulfide gas compared to the same concentration of eutectic solvent.","[{'text': 'Preparation and use method of eutectic solvent-nano copper type nanofluid', 'language': 'en', 'truncated': False}, {'text': '一种低共熔溶剂-纳米铜型纳米流体的制备及使用方法', 'language': 'zh', 'truncated': False}]",20220304,[]
