question,answer,relevant_text,title,publication_date,inventor
What power source is used to power the electric water pumping system?,The electric water pumping system uses solar panels and batteries to utilize solar energy and carry out the effect of electric power storage.,"Green building construction is with enclosing fender with watering functionThe utility model discloses a green construction is with enclosing fender with watering function, enclose the fender including the first, the first activity of enclosing fender rear end is provided with the second and encloses the fender, the first fender lower extreme fixed mounting that encloses has the bottom plate, the first fender right-hand member fixed mounting that encloses has first water tank, bottom plate right-hand member fixed mounting has the backing plate, backing plate upper end fixed mounting has the water pump, the first fender right-hand member fixed mounting that encloses has the fixed plate, fixed plate upper end activity is provided with movable water pipe. This green building construction with sprinkling function is with enclosing fender through setting up movable water pipe, recess and high pressure nozzle, has realized this effect of enclosing fender watering dust fall, through setting up the stopper, has realized the stable effect of placing of activity water pipe, through setting up first bolt, has realized the effect of activity water pipe angle fixing, through setting up solar panel and battery, has realized utilizing solar energy to carry out the effect of electric power storage, green to the battery.",Green building construction is with enclosing fender with watering function,20211126,"['WEI ZHIXIN', 'LI PINGHUI', 'ZHOU ZHIQIANG', 'Lei Quanbing', 'LI YONG']"
What is the main problem the solar energy glider pterygoid lamina expandes mechanism under water aims to solve?,The solar energy glider pterygoid lamina expandes mechanism under water aims to solve the problems of poor solar panel protection effect and large occupied interior space of the glider.,"Solar energy glider pterygoid lamina expandes mechanism under waterThe utility model discloses a solar energy glider pterygoid lamina expandes mechanism under water, including the glider body, glider body front surface all is provided with the wing with the rear surface, the anterior and the equal fixed connection mounting panel in rear portion of glider body inner chamber lower chamber wall, surface sliding connection slide on the wing, the mounting panel is close the equal fixed connection pivot in one side left part and the right part of wing, pivot fixed surface connects the head rod, connecting axle surface middle part fixed connection semicircle slide caliper rule, semicircle slide caliper rule and another semicircle slide caliper rule block is connected, the connecting axle surface is close the one end fixed connection fourth connecting rod of wing, the utility model relates to a glider technical field under water. This solar energy glider pterygoid lamina expandes mechanism has solved current solar energy glider pterygoid lamina expandes mechanism under water solar panel protection effect poor, and the inside occupation space of glider is big, the poor problem of stability.",Solar energy glider pterygoid lamina expandes mechanism under water,20211123,"['XUE DONGYANG', 'LU YUE', 'GAO ZHIHUA', 'LI YUWEI', 'LI ZHUO', 'WU LIANGLIANG']"
What function does the glider body's front surface with the wing provide?,"The glider body's fronrfacet su with the wing provides a wing for the glider, which is connected to the mounting panel to facilitate movement.","Solar energy glider pterygoid lamina expandes mechanism under waterThe utility model discloses a solar energy glider pterygoid lamina expandes mechanism under water, including the glider body, glider body front surface all is provided with the wing with the rear surface, the anterior and the equal fixed connection mounting panel in rear portion of glider body inner chamber lower chamber wall, surface sliding connection slide on the wing, the mounting panel is close the equal fixed connection pivot in one side left part and the right part of wing, pivot fixed surface connects the head rod, connecting axle surface middle part fixed connection semicircle slide caliper rule, semicircle slide caliper rule and another semicircle slide caliper rule block is connected, the connecting axle surface is close the one end fixed connection fourth connecting rod of wing, the utility model relates to a glider technical field under water. This solar energy glider pterygoid lamina expandes mechanism has solved current solar energy glider pterygoid lamina expandes mechanism under water solar panel protection effect poor, and the inside occupation space of glider is big, the poor problem of stability.",Solar energy glider pterygoid lamina expandes mechanism under water,20211123,"['XUE DONGYANG', 'LU YUE', 'GAO ZHIHUA', 'LI YUWEI', 'LI ZHUO', 'WU LIANGLIANG']"
What is ensured by the semicircle slide caliper rule and another semicircle slide caliper rule block connection?,"The semicircle slide caliper rule and another semicircle slide caliper rule block connection is connected to the connecting axle surface, ensuring stability by connecting and deploying the wing.","Solar energy glider pterygoid lamina expandes mechanism under waterThe utility model discloses a solar energy glider pterygoid lamina expandes mechanism under water, including the glider body, glider body front surface all is provided with the wing with the rear surface, the anterior and the equal fixed connection mounting panel in rear portion of glider body inner chamber lower chamber wall, surface sliding connection slide on the wing, the mounting panel is close the equal fixed connection pivot in one side left part and the right part of wing, pivot fixed surface connects the head rod, connecting axle surface middle part fixed connection semicircle slide caliper rule, semicircle slide caliper rule and another semicircle slide caliper rule block is connected, the connecting axle surface is close the one end fixed connection fourth connecting rod of wing, the utility model relates to a glider technical field under water. This solar energy glider pterygoid lamina expandes mechanism has solved current solar energy glider pterygoid lamina expandes mechanism under water solar panel protection effect poor, and the inside occupation space of glider is big, the poor problem of stability.",Solar energy glider pterygoid lamina expandes mechanism under water,20211123,"['XUE DONGYANG', 'LU YUE', 'GAO ZHIHUA', 'LI YUWEI', 'LI ZHUO', 'WU LIANGLIANG']"
What is the purpose of the distributed photovoltaic energy storage refrigeration house system?,To store ice using the electric energy generated from solar energy and reduce the cost of cold storage.,"Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
How does the cold storage equipment function in the system?,"It supplies cold to the cold storage and is connected to the cold accumulation compressor unit, condenser, and condenser in the cold accumulation system.","Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
What benefits does the system offer compared to traditional methods of cold storage?,"The system reduces the cost of cold storage and saves energy by using solar energy to generate electric energy, which is then converted into a cold source.","Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
What is the main function of the photovoltaic cell panel in the distributed photovoltaic energy storage refrigeration house system?,To convert solar energy into electric energy,"Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
How does the distributed photovoltaic energy storage refrigeration house system reduce the cost of cold storage?,"By storing ice using the cold source, thus reducing the need for external cold storage","Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
What is the role of the cold accumulation evaporator in the distributed photovoltaic energy storage refrigeration house system?,To facilitate the transfer of cold energy from the condenser to the cold storage,"Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
What is the main problem addressed by this utility model?,The volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is unique about the design of this manifold structure?,"It has a complex structure that is simple and easy to handle, and can be easily dismantled and changed","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What benefit does this design provide in terms of production?,"It allows for simple structure design, reducing errors in the production process and making it easy to manufacture","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is the problem that the original manifold structure was trying to solve?,The volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What are the key features of this new water path manifold structure?,"The new structure is simple, easy to handle, conveniently dismantles and changes the manifold structure","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
How are the materials of this manifold structure described?,"The mounting panel, inlet tube, outlet pipe, and other components are all provided with corresponding mating holes or holes","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is the main purpose of the method described in the text?,To manufacture ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable.,"Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What is the key component of the cable core that ensures symmetry between the main wire core and the ground wire core?,"The semi-conductive filling, which is arranged at the position of the axis and is symmetrical around the axis.","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What are the two primary layers that wrap around the cable core to provide insulation and protection?,The cable core is wrapped with a first isolating layer and a second isolation layer.,"Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What is the first step in manufacturing the conductor for the low-smoke halogen-free torsion-resistant medium-voltage wind energy cable?,The first step in the manufacturing process is to manufacture the conductor for later use,"Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
"What is the purpose of wrapping the main wire core in a first isolating layer, conductor semi-conductive shielding layer, insulating layer, and insulating semi-conductive shielding layer?","The main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer, and an insulating semi-conductive shielding layer outside a main wire core conductor","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
"What is the arrangement of the semi-conductive filling, main wire core, and ground wire core in the cable core?","The semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
